source_id,ra,dec
598480504169934336,132.6523458717782,10.36586673721214
598546371788334080,132.0275909809895,10.570960069647622
598591692283221248,132.8870003538388,10.791274919218639
598592997953383424,133.23042263774548,10.57805331800318
598605053926119168,133.36134154451446,10.760270639187183
598606707488971648,133.34703015710028,10.83061660943306
598609181389521792,133.42560754941465,10.928061803632056
598616706172696320,133.13731868163853,10.889396535722602
598619935988243840,133.28468615762785,10.921559005921258
598621443521529216,133.29725323669726,10.934747273459607
598623990437231872,133.08381157393353,10.96716848811617
598624402754072576,133.17009009751317,11.004249686984675
598631201686850176,132.6364617663385,10.712031415169061
598640616255440896,132.63319411472114,10.79705339465689
598644224028050432,132.6929237431355,10.914530454177921
598646354331509760,132.37241846550955,10.7755687185491
598648141038150528,132.37013485016178,10.808849571215095
598655567036876928,132.61768882464446,10.904944682015607
598658242801192192,132.49816667241157,10.931765059112609
598663568560943232,132.82213865012622,10.891432894846236
598666115476482688,133.01209579315693,10.99249480884019
598668039621875712,132.76646483953704,10.97770202497137
598670852825375488,132.89890259688528,11.100613103467122
598671230782456192,133.03054535586293,10.99307872875263
598673365381245312,133.13939343431744,11.061185626704791
598674220084691200,133.11291282581738,11.089992609677616
598674391878434560,133.11426232404605,11.114141703949562
598676629556416512,132.9646339531621,11.121193964400616
598677316751180800,132.9565106652684,11.156592980642284
598677690413331328,133.0707980979425,11.150638056853184
598678141384872704,133.10396831029303,11.17417051281361
598678656780963584,133.01333250382936,11.168467246285287
598679618853623936,133.05495582911794,11.245333566238312
598683157906737408,132.7907691187668,11.110711540914464
598686658305046400,132.68926185066442,11.154578280782495
598686662600062720,132.69752506397774,11.16017213141397
598687865190906496,132.6610990968576,11.203565626522787
598687968270108160,132.73497554552566,11.204404895896761
598688002629853440,132.70225956403783,11.201296063802666
598688243148019456,132.7028633821945,11.219431651949769
598688449306444160,132.7159805862296,11.256719759143763
598688788609009664,132.88270224469755,11.152520502166773
598689411379091328,132.9120639145051,11.19414674939474
598689480098560128,132.94134028816524,11.200690521792632
598689754976482816,132.87833649705988,11.182703638899413
598689926775182208,132.81992630972715,11.189983656494718
598690025559424640,132.85544170133113,11.211727748033303
598690029854388864,132.865283493805,11.207175878443383
598690231718041728,132.89462494483215,11.220808006487095
598691610402318208,133.00836574202617,11.272850027981939
598691885280238464,132.9406931223244,11.255980965313617
598692675554477056,132.95147548051688,11.302158391719459
598693225310071040,132.76425972016153,11.225638075879784
598693976929340800,132.75904124470907,11.228045132679295
598694835922812800,132.79357301137776,11.303931022700292
598694939001774976,132.80129811118806,11.310754193936814
598695007721506432,132.79455651589632,11.317110909195504
598695424333303168,132.85795126515575,11.293730093363223
598695763635752448,132.95089725006073,11.332748108722118
598696077168308992,132.9465271987239,11.353876287338228
598696107233137920,132.91781943324006,11.356187999623915
598696626924138752,132.84855233890966,11.358956198935797
598697103669936512,132.86567826363628,11.387268705143631
598697142320464384,132.8908331098342,11.380828708219632
598762700700957184,131.9308231343849,10.970566343258882
598845537735104512,132.20991853150792,11.036011250360282
598845885627793152,132.1759376083913,11.043007204401263
598847187002539008,132.3386956995436,11.006468329001152
598848320873918720,132.31730678285476,11.051975398529967
598849420385553792,132.45243814434545,11.07510954350188
598860213638709632,131.94187900651585,11.070271057235447
598860316717926400,131.90609368350368,11.07008129191954
598863439158839808,131.991837342679,11.171971703954224
598864641749677824,132.20649428810847,11.161531282147003
598874885246932480,132.5534185972795,11.205461261499053
598875057045622400,132.54955108933348,11.226543584234053
598879764329783168,132.44894530005524,11.324576499762443
598879798689514112,132.54825348168274,11.271109949052523
598880314085586432,132.54806364196762,11.32790108349041
598880348445322752,132.58288946659454,11.306911574388131
598881340582600576,132.4968848501693,11.357953380856
598882135151700352,132.73018380331868,11.29310277845547
598882337014990464,132.68863920064578,11.29769267367425
598882371374732544,132.68490576482347,11.308459633345601
598883131584117760,132.68257473440184,11.312639202870638
598883337742544128,132.69272093080835,11.33983243026117
598883642685066368,132.71458297385024,11.344366613383613
598884295519951616,132.80750796889785,11.363854978178457
598884952650222336,132.84974869133723,11.41369687300574
598884982714899072,132.86847379490047,11.425690655490415
598885017074625536,132.8157186809881,11.403912535976708
598885085794212096,132.8158142854347,11.411174404211199
598885090090313216,132.81881130702303,11.412776236640019
598885738628962432,132.77495621844088,11.429279374425027
598885880363159296,132.82178421983372,11.431875194556595
598885944787392000,132.79650541694713,11.443016079770695
598885979147130496,132.82514916621446,11.441373906810169
598886052161851264,132.81306021024957,11.445161160460767
598886082226539136,132.81870312997395,11.459709259139215
598886185305751168,132.77209159011812,11.451714700309216
598886288384971008,132.812115399177,11.466127847808666
598886979874807680,132.67619876539095,11.399508941479395
598887254752714240,132.66989792431133,11.415289739521084
598887460911141632,132.67538029454772,11.439838526267742
598887632709845248,132.60964816116385,11.404347761582674
598887770148211584,132.56912501420234,11.403457857265707
598888109451094912,132.6124771749142,11.440485444016213
598888697861717376,132.7142022770794,11.448361820027849
598888727926385408,132.7406497900807,11.439758036393224
598889213257785984,132.7420983238022,11.473527977797364
598889419416217600,132.73417936827315,11.475443299766376
598889694294135040,132.66945282674965,11.455468412032262
598890106610992256,132.66570736748642,11.505086224441865
598890106610992896,132.6626495773259,11.501978910429749
598890347129151104,132.72102287875396,11.522250361479744
598890381488889088,132.73001873364126,11.520703928297701
598893954901717248,132.50156902596976,11.427935504638432
598894500362425984,132.4085662758723,11.425346757215454
598894569081905920,132.38605416708498,11.434439248867754
598898073775010816,132.43408966243018,11.485939979496885
598898108136867200,132.44110823802902,11.4907925462303
598898284229869696,132.37257968861493,11.495782271037566
598899001488184704,132.31732954150115,11.523819371567072
598899796057231616,132.5519863939144,11.4545648929687
598899933497305728,132.50377001312626,11.446702919208338
598899997920577664,132.53251617522432,11.459401987668286
598900105294874496,132.54846187588635,11.481838380866838
598900478956925056,132.54183310474227,11.493151612121983
598900551971467648,132.58565502875317,11.496748996213013
598900753834826880,132.4900187827233,11.476535346698128
598900788194342528,132.49664458015798,11.478195951185253
598901269230913024,132.5491384576883,11.508598427939432
598901754562312448,132.53753084145885,11.557221413657333
598901784626987008,132.62393591663326,11.503483722001427
598901788922041728,132.6326638460881,11.502093527381815
598901857640922752,132.61738371203356,11.514689830166486
598901990787565184,132.63295233095786,11.530669644251681
598901995079871744,132.64318663352046,11.530614135744045
598901995080469888,132.6341480927761,11.53016034004737
598902373037582720,132.68137361812828,11.552218094527952
598902437462030336,132.674734645334,11.55728827211277
598902476116795776,132.6943372722305,11.55459837215068
598902682275232640,132.64075227191051,11.572577923148446
598902716634970240,132.6449472508009,11.57454846716471
598902888433673984,132.57931551440046,11.53826966989022
598903055937325312,132.61445316787172,11.572446550596611
598903090297061760,132.59226857454172,11.564938264180327
598903128951834496,132.6139672771866,11.578628451625594
598903674412626432,132.65078360671112,11.616039980009868
598903678707639296,132.65041197335998,11.618320192932396
598903919225812736,132.6138615567694,11.625588762238458
598903953585548672,132.62085201174244,11.6359111528149
598903987945320832,132.45524178495324,11.49716691735998
598904842643466240,132.48749004029187,11.565073468356323
598905151881359104,132.39493487366812,11.550942994455978
598905568493286528,132.3890793777888,11.588365728971256
598905667277444352,132.4628183210169,11.580202444558854
598905667277445376,132.45329238283577,11.58603075946825
598906251392995968,132.526190782724,11.578653390200241
598906290047773440,132.53872086747586,11.594979165723164
598906461846468992,132.5102639582147,11.598715650810169
598906633645151744,132.55535511806943,11.622518910663869
598906835508558336,132.58219282846144,11.630617235579972
598906908523048576,132.61232826377625,11.647773092616559
598906942882791424,132.59252422883623,11.636553186889236
598907179105947520,132.59776569178266,11.660903415057962
598907522703329280,132.51786717469287,11.649723028597998
598907836235995008,132.539936113674,11.644975585603671
598908042394421248,132.5465754352516,11.681885040250316
598908248552758400,132.54135303234708,11.690366764937828
598908278617636608,132.5491102154078,11.709251858382265
598917079005576448,131.85293553096815,11.397491733177855
598919999583436672,132.13219062314687,11.399179367510223
598921133455835520,132.10521363214306,11.439874931789022
598925325342774656,131.97561504372214,11.515867501100718
598935392746122752,131.87233166431665,11.478722145598606
598944803018900992,132.16917058556453,11.486431532276596
598947517438273792,132.2770955999771,11.602300669116488
598947551798518656,132.29817965692777,11.602820093282494
598947556093468928,132.2985956393769,11.603744778475713
598950545390717696,132.1648366783799,11.614872977705971
598951438743912192,132.18468693471257,11.6428383572492
598951473103653248,132.14858128579527,11.644431748692753
598952327801848064,132.1918902319287,11.71276846819394
598953088011334400,132.43918498060276,11.646762421718114
598953770910670336,132.30122373909185,11.642934489791745
598954080148819072,132.35069684680138,11.6569944359071
598954118803488384,132.37018062980724,11.668927565088607
598954183228036992,132.39236621791525,11.67633537888387
598955042221499648,132.43705278399432,11.698930709600173
598955115237068032,132.48669417880745,11.692484141091276
598955149595631872,132.50346443346646,11.702718360840947
598955214020358656,132.50271199283375,11.707561815802261
598955385818884096,132.46791069444967,11.709643876875083
598955660696788736,132.415267128389,11.689317731126017
598955729416267264,132.40441332065137,11.700762777462838
598955729416446208,132.39045088274946,11.698633744029959
598955802430663680,132.4286582814481,11.719098809658549
598956313531822080,132.4537859195311,11.755383224727431
598956420905951360,132.46916234994967,11.759781486473296
598956450970778624,132.47504437602623,11.763968384319437
598956485330513536,132.42988927990294,11.752349683371582
598956523984534272,132.4415426399471,11.762266927474734
598956833222201216,132.26254998338857,11.670528474000125
598957176820208768,132.27052470207505,11.696410365891763
598957279899423232,132.26838162961056,11.708124837861629
598957756640350080,132.32537419525113,11.738705363058676
598957790999876736,132.31311687357154,11.737432095148256
598958241972102656,132.20265674676307,11.732884318105906
598958512554598400,132.27308025243522,11.755071841528968
598958581274116608,132.30225110053738,11.758683977036084
598959032246073216,132.35375633346118,11.734898775706464
598959234109103104,132.3387657923125,11.749905825519372
598959371548059904,132.35514012716703,11.765474687014445
598959513281774208,132.41328029945817,11.763789105587033
598959822520052480,132.39479566185955,11.788073722124942
598959921303885952,132.41464130101784,11.806690014085541
598960436699728256,132.2901455825278,11.8074045876034
598960642858424576,132.3655387220416,11.815900713452754
598960956391419648,132.34038858473028,11.834584081132462
598962055903080448,132.01766675642588,11.645406339820042
598962292125778560,131.97308177140445,11.624353408978347
598963224134183680,132.0084317824558,11.690087613328208
598967446086575872,131.94510800907747,11.763300903201888
598968648677428352,132.01867667532636,11.800131843283548
598968957915068928,131.9650059584992,11.783337784637473
598970366666045952,132.18732259442442,11.763847518312145
598970645837645440,132.25486447268398,11.788175675005018
598970847700683648,132.19730137495662,11.798996737623847
598970886355816320,132.21341716153984,11.808232156499807
598971706694150144,132.1794229564406,11.824371047526528
598974799070364928,132.11110013240977,11.86200472499462
598975005228795008,132.13799612936353,11.863266823393916
598975039588778240,132.15571969606154,11.86290189953325
598975177027731584,132.11870860766422,11.862182431534647
598977341691260160,132.25685241175213,11.963155203911128
598977513489950592,132.23132983275866,11.949066640983316
598977547849690496,132.2479431552203,11.967135045829604
601861880382561792,131.14331291681282,11.609882061166344
601942385249536256,131.4472398627753,11.657233852758514
601943239947225472,131.67185811033968,11.606319312431658
601944721711734912,131.6708662630402,11.657055697420347
601944889216794880,131.6720384223939,11.679644649531577
601948496987262592,131.61966984373922,11.743203481853318
601972342645746432,131.99840111755722,11.86980804128861
601973751395060608,131.91515046872536,11.93647882310833
601978664837644672,132.0220220856355,11.932671694508517
601980490200259584,132.0926987385749,11.972608687074892
601981619775203200,132.0466260178438,12.014855475354246
601985025684817408,132.02004020268828,12.058342385423543
601985815959685120,132.06833055911065,12.116486741740426
601990935559787136,131.7360266181353,12.045424741497387
601991343580918528,131.7315527077411,12.085932536968288
601993027208368640,131.51958527770566,12.054356580626134
602049342819274240,131.7138429056704,12.2490034262222
604612549237529600,133.69201553103994,11.018895035216703
604621478474630016,133.689589973702,11.057607382369362
604629248070309248,133.45876229017983,11.097317874138085
604641063525398016,133.49181057019578,11.310973099055444
604642300475282816,133.64442511170444,11.369696586913623
604642717087722112,133.52212758676393,11.350849406971415
604643159468688384,133.569412029335,11.363041089648933
604643198124051456,133.57881034167602,11.372932496633998
604647802329113600,134.02894979305182,11.325576745190775
604659278481551872,134.13720396061268,11.471482651749868
604662297843008512,133.76364702546303,11.343456614274803
604664909183072000,133.86440236274726,11.434907055646143
604667245645354752,133.71696930956,11.456240121414284
604680134842856704,133.2033879571266,11.198337484463524
604680989541356672,133.36937370512393,11.225587702738395
604681264419266304,133.34444738687392,11.237996825320142
604681264419267456,133.33544943403248,11.24216124241362
604682192132205824,133.27042623460437,11.250355481643613
604682501369762048,133.34051923140788,11.28739417204468
604682643103730432,133.3641470457396,11.302061296714419
604684326730942592,133.12692088532611,11.258976562554766
604684532889373952,133.10942452354703,11.276102502624532
604685048285445248,133.1278178936602,11.306190463161617
604686457034703104,133.22120722366358,11.327700002205626
604687006790507904,133.27230123570334,11.365927187325699
604687006790508672,133.26522714523873,11.372445596269898
604687006790509568,133.2667284498084,11.362529814180135
604687384747632000,133.24037936559128,11.40309920974464
604688514324086016,133.37605779957306,11.316008945275302
604689308892956416,133.44463634843422,11.391858039446946
604691812858980608,133.34035205192674,11.349015964468922
604692293895329536,133.31744221859273,11.393440735018757
604692813586273280,133.38675571431972,11.435892807369603
604693122823931648,133.30062282286664,11.416171977604787
604693702644621312,133.34851481434762,11.467201555945804
604694359776064128,133.37777871123234,11.455571999290127
604694561637360640,133.4642572545085,11.469580204328711
604694806451207168,133.47608476859014,11.503396528006164
604695012608940672,133.46962655070274,11.50658603819035
604695454991282176,133.33969313568497,11.487712194532655
604695734164025216,133.4134215236075,11.51018260721571
604696043401669888,133.4014566330907,11.535636209369729
604696795021032320,133.1159835265869,11.316306967188114
604697280352300416,133.11126411732636,11.37498140376456
604697516575690368,133.04016630669443,11.339588375157035
604698306849407232,133.07879100148645,11.39710505911026
604698345504195456,133.05663544652268,11.393363626734008
604698860900256256,133.1607183748834,11.397764850462707
604699445015802624,133.18597873758358,11.43037089031248
604700059201037952,133.15338938988546,11.417252339012265
604701025563850368,132.97569715193106,11.391629582769063
604701128643010816,132.98140766692794,11.402848515506244
604701163002747136,133.02076396933913,11.383099281237333
604701747118303104,132.94362958391346,11.388466965409691
604701953276603520,132.95206704232163,11.427106639464892
604702434312939648,133.0142175458908,11.460068954340008
604702636176594816,132.95223055140244,11.460331130820444
604703052788343296,133.08341951956004,11.460060090955055
604703465105196416,133.1172007518235,11.484407098649921
604703499464932736,133.12810028981824,11.484900657708572
604703941846497280,133.0376870330997,11.467104244354237
604704560321786368,133.06136403339744,11.518703625496727
604704633336193152,133.0958555514369,11.531271266565351
604704697760911616,133.08549104833875,11.534091000204374
604704770775147520,133.04566489986095,11.530330529683916
604705011293412992,133.2354116301615,11.422863547790428
604705969071060224,133.2882832365893,11.496652416216444
604706862424426496,133.25536037226712,11.522135696792441
604707760072455808,133.37904141529592,11.54071333859559
604707858856127104,133.37117336652705,11.550791803560033
604708069309531264,133.36168086526513,11.563020857645004
604708202453409408,133.38356927708213,11.579647225142951
604708825224352640,133.28861069266978,11.598781582963008
604708992727391488,133.35687207555054,11.599128171222528
604709267605418240,133.3300231755804,11.618627791940346
604709546778878208,133.1714328582889,11.522356790616904
604709679922972288,133.12860020701825,11.522402714904068
604711299125433472,133.18111911745754,11.610505580026693
604711500989123584,133.1614001755476,11.62755525222722
604711505283863808,133.16345341370965,11.628877073776273
604711539643602816,133.1497921246917,11.623532507119325
604712089399413632,133.2369274202692,11.620732696298306
604712188183890304,133.30193520635382,11.621063437548958
604712531781276928,133.26925829793066,11.654981745765992
604712600500056320,133.294786276516,11.66318582245625
604712776594182656,133.18199934003752,11.621586093402572
604713017112350592,133.1859680792709,11.64480425568899
604713463788946432,133.25088055400582,11.68123343558752
604713463788946560,133.2484562564359,11.678151350650824
604713532508424448,133.2241652879276,11.67118768754245
604719133145837824,133.5309442759266,11.572770071500562
604721293514179712,133.60542087289588,11.641545826237609
604727203388866688,133.68909620646005,11.675810848178713
604730781097113216,133.7180571203941,11.82076582199418
604731914970090880,133.42317705955028,11.63361775155867
604732224206160640,133.44768735768793,11.634091007418801
604732739602238976,133.398595098513,11.654764257742219
604734698107318656,133.45252715296954,11.692396098614982
604734796891053952,133.4576298150784,11.706732744961206
604735007344961792,133.45922238965457,11.718845755231884
604735037409227776,133.42708523646118,11.722874261949777
604736072496791168,133.30117686060072,11.674563056956952
604736136920843648,133.29396080729896,11.685042440574565
604736308719544960,133.32578254956425,11.715292213044107
604736381734433664,133.39461562411506,11.699582602663176
604736690972080512,133.33380348188214,11.720944562409871
604737854908112896,133.33404267646185,11.765894990255775
604738645181819008,133.45704868596337,11.791333073909763
604739057498645632,133.46464876598023,11.82085406320905
604739852068005888,133.43684308620132,11.835438334092169
604739852068006016,133.4316017195945,11.83956613458088
604740779780986240,133.64812907169568,11.778387461239893
604740809845289216,133.62461067664935,11.777329213036705
604740882860200704,133.65496297230152,11.787146943342142
604742081155661824,133.6194404091493,11.844492316560528
604742321675984512,133.58389819088805,11.860865967372414
604743562919743872,133.62377305419295,11.85690177254353
604744623776259712,133.5258904296094,11.816301560560962
604745280906663936,133.56277764276933,11.863830270267409
604745487065095680,133.51022087123098,11.8758548888225
604745968101434624,133.44628848615636,11.860747890702756
604746930174103680,133.61452239855166,11.90151961318083
604746960238488832,133.63319368516136,11.91193924631933
604747303835875456,133.59652843453418,11.944441413151837
604748025390381056,133.5690986024778,11.943874012608159
604748197189098496,133.53193848212808,11.949546022269036
604774349245372160,134.07035234471252,11.77171014085447
604775616260263552,134.32115660985517,11.761808103313863
604827125803512576,133.8883354828151,11.933143216448482
604828465833291008,134.10693088112782,11.911545578451262
604836501716945664,134.12639385759167,12.132796859160331
604837571163981440,133.8060427552967,11.931303901948702
604838292718389376,133.7456447920118,11.959854132015167
604843481039000704,133.67386592107084,12.08318924423077
604850795367637248,133.9086159039632,12.166015060615635
604853578507005312,133.9281463075367,12.248692725788116
604876736970692096,134.0471860308417,12.291498502457605
604877978216189568,133.9580912973603,12.323162745163302
604890038485174912,132.87532463528183,11.458748999953018
604890828759161984,132.8453720511251,11.462678394711382
604890927542618112,132.84828181334288,11.488843485297215
604891412874700544,132.90179087983702,11.5009712479922
604891550313644672,132.92644772978355,11.535298813955471
604891584673389312,132.8983586584868,11.529762993866079
604891825191554176,132.9085188681224,11.546978963911995
604891923975026816,132.97026647119128,11.499108851098631
604891992694503040,132.9692751804121,11.513021898337534
604892198852941568,132.96392595273892,11.51811949824962
604892306227881856,132.95647815631384,11.532638604814037
604892512386283648,133.03193380484035,11.553678480411834
604892684184970880,133.03714490559122,11.573456765437408
604892748609077760,133.00056915203612,11.561520156569191
604892752904464384,132.99738364794433,11.55299799494665
604892787264190976,133.02073406381328,11.568817854826388
604892787264194048,133.01765385767197,11.563539979988047
604892989126939648,133.01756872537266,11.600037805755482
604893165221336064,132.95795286086658,11.555134702144878
604893229645101440,132.9492411921636,11.573440968928908
604893405739514624,132.9096680958197,11.574321810691997
604893646257664256,132.97013686793179,11.5827537895397
604893676321680128,132.98015305512942,11.592638913347807
604894196013526272,132.78842767379695,11.510673899289094
604894264732996096,132.82418653744352,11.521903489749251
604894329156720896,132.80965054751005,11.52385364602003
604894333452472320,132.82308795738462,11.529959986362321
604894505251168384,132.78710237728438,11.538576788480054
604894535315152512,132.8051288385677,11.540265070948378
604894638394355584,132.80847076433375,11.558483726687111
604894707113832704,132.85802503339934,11.550009171192468
604894745769327232,132.83949335458755,11.552022363234785
604894775833324672,132.8519643059878,11.56176849995148
604894913272261632,132.8662181738173,11.582575959164721
604894913272281856,132.8730502410948,11.574634556842673
604894917568011520,132.867432009304,11.576485150408072
604895055006972800,132.8197044275423,11.581278581687641
604895089366706304,132.84976910451695,11.580653764401506
604895158086185856,132.8285289440775,11.588236796633808
604895325589136896,132.7637505120649,11.553332862959502
604895329886451200,132.7621693148779,11.557058177227578
604895364244625920,132.78867375685445,11.559159923113269
604895428668355200,132.78035476143467,11.56743926076671
604895467323840256,132.7815481592287,11.579443138538858
604895600467051776,132.73942445989314,11.582610114795205
604895673481330688,132.77040426502492,11.592105968534932
604895707842014080,132.74102200450398,11.587439513913939
